"","NTopics","Binary","Alpha","Beta","Cutoff","City","MinUsers","MinVenues","m","sd","nmi"
"1",20,"false","0.6","0.01",0.005,"new_york",2,2,14.775,5.58609767006335,0.115817
"2",40,"false","0.6","0.01",0.005,"new_york",2,2,24.6,6.96210356687901,0.111072
"3",80,"false","0.6","0.01",0.005,"new_york",2,2,32.16875,6.67787285361563,0.0919718
"4",20,"true","0.6","0.01",0.005,"new_york",2,2,8.71794871794872,4.81745028624674,0.459199
"5",40,"true","0.6","0.01",0.005,"new_york",2,2,12.126582278481,7.31238340009181,0.306287
"6",80,"true","0.6","0.01",0.005,"new_york",2,2,17.7421383647799,9.09876458193325,0.219835
"7",20,"false","20.0","0.01",0.005,"new_york",2,2,14.975,5.93333693459989,0.129416
"8",40,"false","20.0","0.01",0.005,"new_york",2,2,25,7.32258514218558,0.113442
"9",80,"false","20.0","0.01",0.005,"new_york",2,2,33.24375,6.78394968071257,0.112829
"10",20,"true","20.0","0.01",0.005,"new_york",2,2,10.125,5.44994707102033,0.533453
"11",40,"true","20.0","0.01",0.005,"new_york",2,2,17.175,7.50657939258723,0.311382
"12",80,"true","20.0","0.01",0.005,"new_york",2,2,26.2375,8.61948027734691,0.237957
"13",20,"false","50.0","0.01",0.005,"new_york",2,2,15.075,6.47039609614633,0.0935201
"14",40,"false","50.0","0.01",0.005,"new_york",2,2,25.7125,7.71681338771124,0.0938759
"15",80,"false","50.0","0.01",0.005,"new_york",2,2,32.66875,7.10984955479537,0.0983438
"16",20,"true","50.0","0.01",0.005,"new_york",2,2,13.225,5.91168985342405,0.390854
"17",40,"true","50.0","0.01",0.005,"new_york",2,2,20.6375,7.40209301567187,0.321944
"18",80,"true","50.0","0.01",0.005,"new_york",2,2,28.95,9.10580711801212,0.198796
"19",20,"false","100.0","0.01",0.005,"new_york",2,2,15.3,6.26426577030586,0.123668
"20",40,"false","100.0","0.01",0.005,"new_york",2,2,25.5625,8.09100727562256,0.104119
"21",80,"false","100.0","0.01",0.005,"new_york",2,2,33.5875,6.97830195056129,0.091048
"22",20,"true","100.0","0.01",0.005,"new_york",2,2,15.7,6.71087903600545,0.410046
"23",40,"true","100.0","0.01",0.005,"new_york",2,2,23.875,8.7690118953194,0.222469
"24",80,"true","100.0","0.01",0.005,"new_york",2,2,32.575,9.08558191543824,0.139118
"25",20,"false","0.6","1.0",0.005,"new_york",2,2,14.875,6.35362807721618,0.0808384
"26",40,"false","0.6","1.0",0.005,"new_york",2,2,23.7375,6.41742830703619,0.07552
"27",80,"false","0.6","1.0",0.005,"new_york",2,2,30.80625,6.47928180952917,0.0799012
"28",20,"true","0.6","1.0",0.005,"new_york",2,2,6.61764705882353,4.17797040680551,0.396072
"29",40,"true","0.6","1.0",0.005,"new_york",2,2,6.73684210526316,5.12530945333852,0.287433
"30",80,"true","0.6","1.0",0.005,"new_york",2,2,5.515625,5.40132901781868,0.286557
"31",20,"false","20.0","1.0",0.005,"new_york",2,2,14.875,5.31175522682885,0.1637
"32",40,"false","20.0","1.0",0.005,"new_york",2,2,24.5,6.66561173087928,0.104745
"33",80,"false","20.0","1.0",0.005,"new_york",2,2,31.6625,5.92392813328301,0.0670311
"34",20,"true","20.0","1.0",0.005,"new_york",2,2,9.25,5.45729340259907,0.469522
"35",40,"true","20.0","1.0",0.005,"new_york",2,2,12.4875,6.62941994904226,0.288845
"36",80,"true","20.0","1.0",0.005,"new_york",2,2,13.2658227848101,8.69835457133414,0.186399
"37",20,"false","50.0","1.0",0.005,"new_york",2,2,15.8,6.56017510710632,0.152345
