"NTopics","Binary","Alpha","Beta","Cutoff","City","MinUsers","MinVenues","m","sd","nmi","Rep"
40,"true",100,0.01,0.005,"new_york",5,2,21.5189873417722,8.40155779128791,0.228971,1
80,"true",100,0.01,0.005,"new_york",5,2,31.0125,9.96912687079655,0.13856,1
20,"false",0.6,1,0.005,"new_york",5,2,14.55,5.425249610233,0.0862819,1
40,"false",0.6,1,0.005,"new_york",5,2,24.75,6.77766249239068,0.0943976,1
80,"false",0.6,1,0.005,"new_york",5,2,31.20625,6.35243416426497,0.0487163,1
20,"true",0.6,1,0.005,"new_york",5,2,6.09375,4.35044955037092,0.439606,1
40,"true",0.6,1,0.005,"new_york",5,2,6.14754098360656,5.27205230618264,0.292638,1
80,"true",0.6,1,0.005,"new_york",5,2,7.24657534246575,5.82804718084551,0.238553,1
20,"false",20,1,0.005,"new_york",5,2,15.45,5.425249610233,0.105922,1
40,"false",20,1,0.005,"new_york",5,2,25.525,7.27049699692383,0.035659,1
80,"false",20,1,0.005,"new_york",5,2,32.125,6.01648678279502,0.0755524,1
20,"true",20,1,0.005,"new_york",5,2,8.84615384615385,4.93397705250601,0.452887,1
40,"true",20,1,0.005,"new_york",5,2,11.28,6.10396415277632,0.333333,1
80,"true",20,1,0.005,"new_york",5,2,9.9261744966443,7.63534982979819,0.223143,1
20,"false",50,1,0.005,"new_york",5,2,15.5,6.03409118345558,0.131509,1
40,"false",50,1,0.005,"new_york",5,2,26.0375,7.23116278269777,0.0981869,1
80,"false",50,1,0.005,"new_york",5,2,32.74375,6.606883084182,0.0827874,1
20,"true",50,1,0.005,"new_york",5,2,10.425,4.8085794053375,0.486236,1
40,"true",50,1,0.005,"new_york",5,2,17.375,6.99977395656731,0.310381,1
80,"true",50,1,0.005,"new_york",5,2,22.85,9.47303355741307,0.191907,1
20,"false",100,1,0.005,"new_york",5,2,15.625,5.84714482154347,0.174055,1
40,"false",100,1,0.005,"new_york",5,2,26.575,7.53519169789665,0.107239,1
80,"false",100,1,0.005,"new_york",5,2,33.5875,6.59653758998618,0.0545605,1
20,"true",100,1,0.005,"new_york",5,2,14.8,7.68014422941493,0.33937,1
40,"true",100,1,0.005,"new_york",5,2,20.5,9.3524517871187,0.196952,1
80,"true",100,1,0.005,"new_york",5,2,28.7375,10.0779899039017,0.0951884,1
20,"false",0.6,0.01,0.01,"new_york",5,2,3.91176470588235,2.51501728482311,0.194673,1
40,"false",0.6,0.01,0.01,"new_york",5,2,7.65384615384615,3.51186087895959,0.103046,1
80,"false",0.6,0.01,0.01,"new_york",5,2,12.4654088050314,4.59881640553531,0.106609,1
20,"true",0.6,0.01,0.01,"new_york",5,2,2.58333333333333,1.83958092265997,0.517458,1
40,"true",0.6,0.01,0.01,"new_york",5,2,3.08333333333333,2.2571293202565,0.457727,1
80,"true",0.6,0.01,0.01,"new_york",5,2,4.46296296296296,2.94315593194396,0.361374,1
20,"false",20,0.01,0.01,"new_york",5,2,3.62857142857143,2.11556854110209,0.196869,1
40,"false",20,0.01,0.01,"new_york",5,2,8.18421052631579,3.43204711046061,0.124178,1
80,"false",20,0.01,0.01,"new_york",5,2,12.7215189873418,4.60804256455029,0.0999553,1
20,"true",20,0.01,0.01,"new_york",5,2,2.6,2.19848432637882,0.543909,1
40,"true",20,0.01,0.01,"new_york",5,2,4.05714285714286,2.62035352347574,0.435589,1
80,"true",20,0.01,0.01,"new_york",5,2,5.90277777777778,3.71600101704286,0.21195,1
20,"false",50,0.01,0.01,"new_york",5,2,3.625,2.45934688418982,0.191749,1
40,"false",50,0.01,0.01,"new_york",5,2,7.69620253164557,3.48753983666154,0.183541,1
80,"false",50,0.01,0.01,"new_york",5,2,12.4394904458599,4.12673829670109,0.138543,1
20,"true",50,0.01,0.01,"new_york",5,2,2.7741935483871,2.04466260328943,0.477953,1
40,"true",50,0.01,0.01,"new_york",5,2,4.10958904109589,2.73638875890803,0.37822,1
80,"true",50,0.01,0.01,"new_york",5,2,6.63576158940397,3.93697590155796,0.304374,1
20,"false",100,0.01,0.01,"new_york",5,2,3.88571428571429,2.16620335490229,0.22764,1
40,"false",100,0.01,0.01,"new_york",5,2,8.16666666666667,3.84578253285899,0.216595,1
80,"false",100,0.01,0.01,"new_york",5,2,12.6729559748428,4.37121895253039,0.116737,1
20,"true",100,0.01,0.01,"new_york",5,2,3.63636363636364,2.27511238483649,0.469882,1
40,"true",100,0.01,0.01,"new_york",5,2,5.90666666666667,3.25565343353362,0.293524,1
80,"true",100,0.01,0.01,"new_york",5,2,8.75641025641026,4.91393252263962,0.166053,1
20,"false",0.6,1,0.01,"new_york",5,2,3.77142857142857,2.52150415293676,0.0715761,1
40,"false",0.6,1,0.01,"new_york",5,2,7.49350649350649,3.67646632624095,0.117649,1
80,"false",0.6,1,0.01,"new_york",5,2,11.8227848101266,3.81167998359613,0.065573,1
20,"true",0.6,1,0.01,"new_york",5,2,2.375,2.3629078131263,0.713097,1
40,"true",0.6,1,0.01,"new_york",5,2,1.91176470588235,1.33411296279755,0.482435,1
80,"true",0.6,1,0.01,"new_york",5,2,2.51351351351351,1.88003578012083,0.466166,1
20,"false",20,1,0.01,"new_york",5,2,3.6969696969697,2.21479187065129,0.0810735,1
40,"false",20,1,0.01,"new_york",5,2,7.67948717948718,3.55839446410473,0.0828696,1
80,"false",20,1,0.01,"new_york",5,2,12.3227848101266,4.21291461108309,0.0690133,1
20,"true",20,1,0.01,"new_york",5,2,2.19230769230769,1.26551904827168,0.59309,1
40,"true",20,1,0.01,"new_york",5,2,3.01785714285714,1.87317010273126,0.538957,1
80,"true",20,1,0.01,"new_york",5,2,3.19230769230769,1.88678034226034,0.464534,1
20,"false",50,1,0.01,"new_york",5,2,3.48571428571429,2.57100836902828,0.23802,1
40,"false",50,1,0.01,"new_york",5,2,7.98717948717949,3.35552883456152,0.148642,1
80,"false",50,1,0.01,"new_york",5,2,12.4240506329114,4.27299966803475,0.0788726,1
20,"true",50,1,0.01,"new_york",5,2,2.9,2.02314197432505,0.604456,1
40,"true",50,1,0.01,"new_york",5,2,4.44117647058824,2.47604856691196,0.391866,1
80,"true",50,1,0.01,"new_york",5,2,5.83108108108108,3.64101449851757,0.202844,1
20,"false",100,1,0.01,"new_york",5,2,3.94285714285714,2.96987677643819,0.291346,1
40,"false",100,1,0.01,"new_york",5,2,7.87179487179487,3.34725696714925,0.142317,1
80,"false",100,1,0.01,"new_york",5,2,12.5886075949367,4.13025152583878,0.0918036,1
20,"true",100,1,0.01,"new_york",5,2,3.94285714285714,2.519837262986,0.501991,1
40,"true",100,1,0.01,"new_york",5,2,5.92647058823529,3.50401124713057,0.301318,1
80,"true",100,1,0.01,"new_york",5,2,8.13291139240506,4.79928926582539,0.16175,1
20,"false",0.6,0.01,0.005,"new_york",5,5,21.375,8.14196945871616,0.126178,1
40,"false",0.6,0.01,0.005,"new_york",5,5,32.3375,9.88918825302651,0.0623489,1
80,"false",0.6,0.01,0.005,"new_york",5,5,39.2875,7.70639487779978,0.0648005,1
20,"true",0.6,0.01,0.005,"new_york",5,5,13.45,5.69277544855691,0.521231,1
40,"true",0.6,0.01,0.005,"new_york",5,5,20.2625,7.49302418202458,0.252136,1
80,"true",0.6,0.01,0.005,"new_york",5,5,27.05625,8.66297469136004,0.156087,1
20,"false",20,0.01,0.005,"new_york",5,5,20.925,8.05235273788876,0.167413,1
40,"false",20,0.01,0.005,"new_york",5,5,32.6875,9.05761271534977,0.0753526,1
80,"false",20,0.01,0.005,"new_york",5,5,40.8,8.45543255088949,0.0664744,1
20,"true",20,0.01,0.005,"new_york",5,5,13.875,5.53398590529466,0.503524,1
40,"true",20,0.01,0.005,"new_york",5,5,24.825,7.92652173626257,0.299695,1
80,"true",20,0.01,0.005,"new_york",5,5,38.13125,7.944874440431,0.183522,1
20,"false",50,0.01,0.005,"new_york",5,5,21.35,8.78387216758135,0.214609,1
40,"false",50,0.01,0.005,"new_york",5,5,32.3,9.19741295491787,0.120018,1
80,"false",50,0.01,0.005,"new_york",5,5,39.98125,8.32550969221826,0.0811365,1
20,"true",50,0.01,0.005,"new_york",5,5,16.975,6.68134601823499,0.413367,1
40,"true",50,0.01,0.005,"new_york",5,5,27.4375,6.44321593969732,0.282314,1
80,"true",50,0.01,0.005,"new_york",5,5,40.3125,8.09548946546993,0.172991,1
20,"false",100,0.01,0.005,"new_york",5,5,20.8,9.12365199035045,0.151653,1
40,"false",100,0.01,0.005,"new_york",5,5,32.2,9.93192015547263,0.11393,1
80,"false",100,0.01,0.005,"new_york",5,5,40.0375,8.27961617619786,0.0827801,1
20,"true",100,0.01,0.005,"new_york",5,5,21.05,6.31217789226427,0.348474,1
40,"true",100,0.01,0.005,"new_york",5,5,34,6.89523776221447,0.239568,1
80,"true",100,0.01,0.005,"new_york",5,5,45.54375,8.0664277278922,0.149632,1
20,"false",0.6,1,0.005,"new_york",5,5,20.975,7.92428108847931,0.178568,1
40,"false",0.6,1,0.005,"new_york",5,5,31.65,8.87051723121978,0.0677171,1
80,"false",0.6,1,0.005,"new_york",5,5,38.5125,7.78483245498587,0.0581017,1
20,"true",0.6,1,0.005,"new_york",5,5,9.27777777777778,5.12479190440861,0.365672,1
40,"true",0.6,1,0.005,"new_york",5,5,8.82258064516129,6.31294323176505,0.193448,1
80,"true",0.6,1,0.005,"new_york",5,5,9.60576923076923,8.13051099939463,0.19241,1
20,"false",20,1,0.005,"new_york",5,5,21.6,7.43450031083427,0.162207,1
40,"false",20,1,0.005,"new_york",5,5,32.2375,9.43766189399241,0.0443526,1
80,"false",20,1,0.005,"new_york",5,5,39.18125,8.39801704282459,0.0611633,1
20,"true",20,1,0.005,"new_york",5,5,13.575,4.99172391988056,0.414427,1
40,"true",20,1,0.005,"new_york",5,5,21.5375,5.86546155391938,0.312888,1
80,"true",20,1,0.005,"new_york",5,5,28.94375,7.80843510602678,0.156518,1
20,"false",50,1,0.005,"new_york",5,5,21.525,8.32046442244231,0.139185,1
40,"false",50,1,0.005,"new_york",5,5,32.425,9.25281346197065,0.101616,1
80,"false",50,1,0.005,"new_york",5,5,40.40625,8.57324848716293,0.0856827,1
20,"true",50,1,0.005,"new_york",5,5,17.65,6.90057597001502,0.439694,1
40,"true",50,1,0.005,"new_york",5,5,27.425,5.5501739053607,0.229936,1
80,"true",50,1,0.005,"new_york",5,5,40.09375,7.8322000049947,0.153042,1
20,"false",100,1,0.005,"new_york",5,5,21.375,9.36903656486867,0.179673,1
40,"false",100,1,0.005,"new_york",5,5,31.6625,9.50675143173577,0.0962301,1
80,"false",100,1,0.005,"new_york",5,5,39.5125,8.28500767659619,0.105443,1
20,"true",100,1,0.005,"new_york",5,5,21.95,7.26759580039704,0.30466,1
40,"true",100,1,0.005,"new_york",5,5,34.025,7.20227636307623,0.241929,1
80,"true",100,1,0.005,"new_york",5,5,45.15625,7.46610527567227,0.0709031,1
20,"false",0.6,0.01,0.01,"new_york",5,5,5.13888888888889,2.7995180991202,0.175865,1
40,"false",0.6,0.01,0.01,"new_york",5,5,10.8076923076923,4.38728295739536,0.092686,1
80,"false",0.6,0.01,0.01,"new_york",5,5,15.3396226415094,5.34958911077922,0.0651673,1
20,"true",0.6,0.01,0.01,"new_york",5,5,2.93548387096774,2.47568823927095,0.635193,1
40,"true",0.6,0.01,0.01,"new_york",5,5,4.90540540540541,2.75566126573591,0.304861,1
80,"true",0.6,0.01,0.01,"new_york",5,5,6.36912751677852,3.81913566224121,0.268295,1
20,"false",20,0.01,0.01,"new_york",5,5,5.40540540540541,3.16631102791964,0.254431,1
40,"false",20,0.01,0.01,"new_york",5,5,9.925,4.82287534384608,0.115619,1
80,"false",20,0.01,0.01,"new_york",5,5,15.9622641509434,5.34610563626332,0.0945455,1
20,"true",20,0.01,0.01,"new_york",5,5,3.48387096774194,1.69058111787901,0.479971,1
40,"true",20,0.01,0.01,"new_york",5,5,5.83544303797468,3.63540418430361,0.342536,1
80,"true",20,0.01,0.01,"new_york",5,5,10.21875,4.38504014166634,0.233748,1
20,"false",50,0.01,0.01,"new_york",5,5,5.82352941176471,2.67955885373393,0.164852,1
40,"false",50,0.01,0.01,"new_york",5,5,10.493670886076,4.87766605001035,0.175368,1
80,"false",50,0.01,0.01,"new_york",5,5,16.0062893081761,5.17601192374577,0.0824472,1
20,"true",50,0.01,0.01,"new_york",5,5,3.94444444444444,2.92715800192849,0.477681,1
40,"true",50,0.01,0.01,"new_york",5,5,6.46153846153846,3.68814283920751,0.37297,1
80,"true",50,0.01,0.01,"new_york",5,5,11.06875,4.1407954678924,0.223432,1
20,"false",100,0.01,0.01,"new_york",5,5,5.30555555555556,3.14251441132683,0.192553,1
40,"false",100,0.01,0.01,"new_york",5,5,10.5512820512821,5.23635502228544,0.131942,1
80,"false",100,0.01,0.01,"new_york",5,5,15.6,5.34024709107272,0.0974632,1
20,"true",100,0.01,0.01,"new_york",5,5,5.05,3.05463078468892,0.402744,1
40,"true",100,0.01,0.01,"new_york",5,5,9.7,3.88570896712752,0.282068,1
80,"true",100,0.01,0.01,"new_york",5,5,15.1,4.19223601044784,0.182006,1
20,"false",0.6,1,0.01,"new_york",5,5,5.80555555555556,3.19660037668989,0.165054,1
40,"false",0.6,1,0.01,"new_york",5,5,10.5641025641026,4.72789386016441,0.11275,1
80,"false",0.6,1,0.01,"new_york",5,5,15.5443037974684,4.42574249657306,0.0487037,1
20,"true",0.6,1,0.01,"new_york",5,5,2.58333333333333,1.61290088826385,0.501962,1
40,"true",0.6,1,0.01,"new_york",5,5,3.13333333333333,2.28538585489346,0.286623,1
80,"true",0.6,1,0.01,"new_york",5,5,3.76086956521739,2.61775801112916,0.426939,1
20,"false",20,1,0.01,"new_york",5,5,5.61111111111111,2.75968712282262,0.190315,1
40,"false",20,1,0.01,"new_york",5,5,10.4935064935065,4.28161115955989,0.0687956,1
80,"false",20,1,0.01,"new_york",5,5,15.6898734177215,4.91313318472858,0.0771405,1
20,"true",20,1,0.01,"new_york",5,5,3.36363636363636,1.81690295933392,0.477367,1
40,"true",20,1,0.01,"new_york",5,5,4.59210526315789,2.45045645586802,0.438982,1
80,"true",20,1,0.01,"new_york",5,5,6.43949044585987,3.54519823252818,0.204989,1
20,"false",50,1,0.01,"new_york",5,5,5.88571428571429,2.88781851893767,0.0918682,1
40,"false",50,1,0.01,"new_york",5,5,10.6455696202532,4.81460911075049,0.149956,1
80,"false",50,1,0.01,"new_york",5,5,15.7987421383648,5.15921183536792,0.0656473,1
20,"true",50,1,0.01,"new_york",5,5,4.26315789473684,2.3787824562989,0.504506,1
40,"true",50,1,0.01,"new_york",5,5,6.475,3.51839649898226,0.286018,1
80,"true",50,1,0.01,"new_york",5,5,10.81875,3.81303932158121,0.205836,1
20,"false",100,1,0.01,"new_york",5,5,5.41666666666667,3.18366365775568,0.190153,1
40,"false",100,1,0.01,"new_york",5,5,10.1666666666667,4.73565274554701,0.145469,1
80,"false",100,1,0.01,"new_york",5,5,16.09375,5.38901383611011,0.129919,1
20,"true",100,1,0.01,"new_york",5,5,5.3,2.83928485036962,0.38184,1
40,"true",100,1,0.01,"new_york",5,5,9.8375,4.11371201985244,0.294386,1
80,"true",100,1,0.01,"new_york",5,5,15.89375,4.30824407167608,0.0888515,1
20,"false",0.6,0.01,0.005,"new_york",5,10,28.95,11.1192833194618,0.173661,1
40,"false",0.6,0.01,0.005,"new_york",5,10,42.4875,11.9354739317165,0.0582204,1
80,"false",0.6,0.01,0.005,"new_york",5,10,43.19375,8.51302876801385,0.0863873,1
20,"true",0.6,0.01,0.005,"new_york",5,10,19.375,8.62223571458985,0.336325,1
40,"true",0.6,0.01,0.005,"new_york",5,10,31.3,7.74335157866967,0.242223,1
80,"true",0.6,0.01,0.005,"new_york",5,10,40.58125,10.1315075368157,0.166447,1
20,"false",20,0.01,0.005,"new_york",5,10,29.975,12.2212247067687,0.161878,1
40,"false",20,0.01,0.005,"new_york",5,10,42.7,12.6384985488633,0.118585,1
80,"false",20,0.01,0.005,"new_york",5,10,43.69375,9.15072727975365,0.0835047,1
20,"true",20,0.01,0.005,"new_york",5,10,20.65,5.52175185876218,0.379064,1
40,"true",20,0.01,0.005,"new_york",5,10,37.1125,7.3708178444595,0.310636,1
80,"true",20,0.01,0.005,"new_york",5,10,48.8375,8.06334005423241,0.160003,1
20,"false",50,0.01,0.005,"new_york",5,10,28.975,11.807184905159,0.132983,1
40,"false",50,0.01,0.005,"new_york",5,10,42.325,12.1663314213104,0.0956031,1
80,"false",50,0.01,0.005,"new_york",5,10,43,9.13628469965815,0.0724575,1
20,"true",50,0.01,0.005,"new_york",5,10,24.725,6.87987589333502,0.366023,1
40,"true",50,0.01,0.005,"new_york",5,10,39.1,6.98569967862919,0.22843,1
80,"true",50,0.01,0.005,"new_york",5,10,52.3875,7.7735137308215,0.175185,1
20,"false",100,0.01,0.005,"new_york",5,10,30.375,12.3759226540271,0.132052,1
40,"false",100,0.01,0.005,"new_york",5,10,41.875,12.2219712926549,0.087361,1
80,"false",100,0.01,0.005,"new_york",5,10,42.925,8.77786667683136,0.088543,1
20,"true",100,0.01,0.005,"new_york",5,10,30.05,7.44879959353287,0.41602,1
40,"true",100,0.01,0.005,"new_york",5,10,45.9375,8.37014548517754,0.274338,1
80,"true",100,0.01,0.005,"new_york",5,10,54.375,8.63352395311767,0.166516,1
20,"false",0.6,1,0.005,"new_york",5,10,30.8,12.5068186530593,0.142674,1
40,"false",0.6,1,0.005,"new_york",5,10,41.775,11.6521036292741,0.0398589,1
80,"false",0.6,1,0.005,"new_york",5,10,42.95625,8.67102953199065,0.0621522,1
20,"true",0.6,1,0.005,"new_york",5,10,16.1025641025641,7.74866668257351,0.425435,1
40,"true",0.6,1,0.005,"new_york",5,10,12.2702702702703,8.41280383814481,0.171177,1
80,"true",0.6,1,0.005,"new_york",5,10,9.75641025641026,8.06175176322377,0.119579,1
20,"false",20,1,0.005,"new_york",5,10,30.975,12.3360790429474,0.146815,1
40,"false",20,1,0.005,"new_york",5,10,42.325,11.3558940253035,0.114782,1
80,"false",20,1,0.005,"new_york",5,10,43.30625,8.85735800792218,0.0484731,1
20,"true",20,1,0.005,"new_york",5,10,20.1,6.90150485262231,0.482188,1
40,"true",20,1,0.005,"new_york",5,10,33.7875,5.72733562991742,0.257272,1
80,"true",20,1,0.005,"new_york",5,10,45.3125,8.40349395738605,0.167062,1
20,"false",50,1,0.005,"new_york",5,10,31.175,13.2778734395581,0.153191,1
40,"false",50,1,0.005,"new_york",5,10,41.5625,11.6552196705862,0.0848116,1
80,"false",50,1,0.005,"new_york",5,10,42.85,8.82335380266733,0.0762284,1
20,"true",50,1,0.005,"new_york",5,10,25.85,6.36718349358848,0.427312,1
40,"true",50,1,0.005,"new_york",5,10,40.55,5.72336981378248,0.279381,1
80,"true",50,1,0.005,"new_york",5,10,51.225,7.90505769156167,0.125648,1
20,"false",100,1,0.005,"new_york",5,10,30.75,12.4956402653496,0.154534,1
40,"false",100,1,0.005,"new_york",5,10,41.8875,11.4847105296288,0.140611,1
80,"false",100,1,0.005,"new_york",5,10,42.6,8.41771118744401,0.0462764,1
20,"true",100,1,0.005,"new_york",5,10,30.1,7.57120049418036,0.298927,1
40,"true",100,1,0.005,"new_york",5,10,46.35,6.45549515695884,0.159891,1
80,"true",100,1,0.005,"new_york",5,10,52.56875,8.24287141991691,0.105147,1
20,"false",0.6,0.01,0.01,"new_york",5,10,8.62162162162162,4.39918774921608,0.160597,1
40,"false",0.6,0.01,0.01,"new_york",5,10,15.253164556962,6.5622626539358,0.0914271,1
80,"false",0.6,0.01,0.01,"new_york",5,10,20.5283018867925,6.61587209322076,0.0964453,1
20,"true",0.6,0.01,0.01,"new_york",5,10,4.61111111111111,3.39139901833849,0.411548,1
40,"true",0.6,0.01,0.01,"new_york",5,10,7.2625,3.96741075529946,0.328056,1
80,"true",0.6,0.01,0.01,"new_york",5,10,11.375,4.25706959180067,0.201007,1
20,"false",20,0.01,0.01,"new_york",5,10,8.68421052631579,4.79360645791868,0.196686,1
40,"false",20,0.01,0.01,"new_york",5,10,15.1139240506329,6.50244005832476,0.14783,1
80,"false",20,0.01,0.01,"new_york",5,10,20.74375,7.12710026420989,0.101813,1
20,"true",20,0.01,0.01,"new_york",5,10,4.92105263157895,2.45369637262782,0.449316,1
40,"true",20,0.01,0.01,"new_york",5,10,8.8875,4.13381777139349,0.341272,1
80,"true",20,0.01,0.01,"new_york",5,10,15.93125,3.84465957305772,0.17851,1
20,"false",50,0.01,0.01,"new_york",5,10,8.85294117647059,4.21492552104424,0.165934,1
40,"false",50,0.01,0.01,"new_york",5,10,15.2405063291139,6.55003462483199,0.145556,1
80,"false",50,0.01,0.01,"new_york",5,10,20.29375,6.72608446751533,0.105846,1
20,"true",50,0.01,0.01,"new_york",5,10,5.56410256410256,3.15223289109959,0.390966,1
40,"true",50,0.01,0.01,"new_york",5,10,9.64556962025316,4.30574444762993,0.312826,1
80,"true",50,0.01,0.01,"new_york",5,10,18.45,3.84740376400378,0.168462,1
20,"false",100,0.01,0.01,"new_york",5,10,8.54054054054054,4.55579359225758,0.201821,1
40,"false",100,0.01,0.01,"new_york",5,10,14.9746835443038,6.50044314770313,0.143744,1
80,"false",100,0.01,0.01,"new_york",5,10,20.6,7.11734527570392,0.0900668,1
20,"true",100,0.01,0.01,"new_york",5,10,8.375,3.24778030708312,0.493086,1
40,"true",100,0.01,0.01,"new_york",5,10,13.3625,3.49409538101718,0.332116,1
80,"true",100,0.01,0.01,"new_york",5,10,21.9,4.15153226240459,0.192552,1
20,"false",0.6,1,0.01,"new_york",5,10,9.11111111111111,4.06924196365001,0.133802,1
40,"false",0.6,1,0.01,"new_york",5,10,15.7564102564103,6.06498551391916,0.0872575,1
80,"false",0.6,1,0.01,"new_york",5,10,20.6582278481013,5.84706595473018,0.0726499,1
20,"true",0.6,1,0.01,"new_york",5,10,3.79411764705882,2.83676524877348,0.538007,1
40,"true",0.6,1,0.01,"new_york",5,10,3.67441860465116,2.66119316448341,0.317244,1
80,"true",0.6,1,0.01,"new_york",5,10,3.65714285714286,2.68922531096025,0.199125,1
20,"false",20,1,0.01,"new_york",5,10,8.6578947368421,4.03549331047525,0.183533,1
40,"false",20,1,0.01,"new_york",5,10,16.025641025641,6.20007197062199,0.111383,1
80,"false",20,1,0.01,"new_york",5,10,20.6981132075472,5.91581736970132,0.0687585,1
20,"true",20,1,0.01,"new_york",5,10,4.78378378378378,2.27468111483218,0.654596,1
40,"true",20,1,0.01,"new_york",5,10,8.4125,3.51017959077505,0.375039,1
80,"true",20,1,0.01,"new_york",5,10,13.4625,3.97932945269448,0.204703,1
20,"false",50,1,0.01,"new_york",5,10,9.36111111111111,4.46031887250726,0.143844,1
40,"false",50,1,0.01,"new_york",5,10,15.0375,6.81295071671258,0.061405,1
80,"false",50,1,0.01,"new_york",5,10,20.7625,6.52666278001439,0.10022,1
20,"true",50,1,0.01,"new_york",5,10,6.18421052631579,2.79821625768114,0.463586,1
40,"true",50,1,0.01,"new_york",5,10,10.675,3.88041169680601,0.293877,1
80,"true",50,1,0.01,"new_york",5,10,18.85625,4.40103886392304,0.16359,1
20,"false",100,1,0.01,"new_york",5,10,8.81081081081081,4.30657016041148,0.239833,1
40,"false",100,1,0.01,"new_york",5,10,15.6025641025641,6.63782890415025,0.14331,1
80,"false",100,1,0.01,"new_york",5,10,20.9746835443038,6.37565969319425,0.0663765,1
20,"true",100,1,0.01,"new_york",5,10,9.375,3.73265218145119,0.318219,1
40,"true",100,1,0.01,"new_york",5,10,15.0125,4.20215059466616,0.233004,1
80,"true",100,1,0.01,"new_york",5,10,22.9625,3.92041504027958,0.130165,1
20,"false",0.6,0.01,0.005,"new_york",2,2,14.525,6.11843578132977,0.183058,2
40,"false",0.6,0.01,0.005,"new_york",2,2,25,8.14115968475365,0.132735,2
80,"false",0.6,0.01,0.005,"new_york",2,2,31.5,7.00942761369986,0.0777353,2
20,"true",0.6,0.01,0.005,"new_york",2,2,8.875,5.2192321863838,0.453139,2
40,"true",0.6,0.01,0.005,"new_york",2,2,14.0875,7.04451263238615,0.320904,2
80,"true",0.6,0.01,0.005,"new_york",2,2,17.39375,9.05823012618182,0.192555,2
20,"false",20,0.01,0.005,"new_york",2,2,14.65,5.83336996325496,0.258453,2
40,"false",20,0.01,0.005,"new_york",2,2,25.1875,8.23406593197746,0.102178,2
80,"false",20,0.01,0.005,"new_york",2,2,32.68125,6.43044241266816,0.112804,2
20,"true",20,0.01,0.005,"new_york",2,2,10.575,4.7603463567158,0.444801,2
40,"true",20,0.01,0.005,"new_york",2,2,17.9625,7.50770701059665,0.336703,2
80,"true",20,0.01,0.005,"new_york",2,2,25.64375,9.30567344022455,0.224914,2
20,"false",50,0.01,0.005,"new_york",2,2,15.3,6.39791632747204,0.148463,2
40,"false",50,0.01,0.005,"new_york",2,2,25.525,7.79804422088552,0.130076,2
80,"false",50,0.01,0.005,"new_york",2,2,32.89375,7.31724668550977,0.113037,2
20,"true",50,0.01,0.005,"new_york",2,2,12.85,5.58638454706551,0.496258,2
40,"true",50,0.01,0.005,"new_york",2,2,20.25,7.22425590754657,0.285686,2
80,"true",50,0.01,0.005,"new_york",2,2,28.53125,9.35661194594059,0.211265,2
20,"false",100,0.01,0.005,"new_york",2,2,15.8,6.44582950043809,0.158222,2
40,"false",100,0.01,0.005,"new_york",2,2,25.2125,6.83382086353869,0.0927066,2
80,"false",100,0.01,0.005,"new_york",2,2,32.9125,6.88667248107787,0.0567794,2
20,"true",100,0.01,0.005,"new_york",2,2,16.05,7.70597503772568,0.324154,2
40,"true",100,0.01,0.005,"new_york",2,2,24.05,9.57964614446507,0.265931,2
80,"true",100,0.01,0.005,"new_york",2,2,33.5125,9.89058856379967,0.149986,2
20,"false",0.6,1,0.005,"new_york",2,2,14.075,5.53491250249328,0.100842,2
40,"false",0.6,1,0.005,"new_york",2,2,23.9625,6.60541348757004,0.118493,2
80,"false",0.6,1,0.005,"new_york",2,2,30.19375,6.15777554686224,0.0526954,2
20,"true",0.6,1,0.005,"new_york",2,2,6,4.4244499743762,0.52665,2
40,"true",0.6,1,0.005,"new_york",2,2,7.32786885245902,5.77269813136344,0.326202,2
80,"true",0.6,1,0.005,"new_york",2,2,5.390625,5.5165470782607,0.325127,2
20,"false",20,1,0.005,"new_york",2,2,14.975,6.49847122061245,0.183714,2
40,"false",20,1,0.005,"new_york",2,2,24.7375,7.22818630191488,0.0789745,2
80,"false",20,1,0.005,"new_york",2,2,32.04375,5.87537968798506,0.0947353,2
20,"true",20,1,0.005,"new_york",2,2,9.97435897435897,4.99203143697496,0.490051,2
40,"true",20,1,0.005,"new_york",2,2,12.6075949367089,6.65720685542153,0.316223,2
80,"true",20,1,0.005,"new_york",2,2,13.484076433121,8.0984369301779,0.194165,2
20,"false",50,1,0.005,"new_york",2,2,15.425,6.22191124070245,0.238319,2
40,"false",50,1,0.005,"new_york",2,2,25.15,7.5104989805411,0.0980091,2
80,"false",50,1,0.005,"new_york",2,2,32.025,6.44273273009571,0.0828518,2
20,"true",50,1,0.005,"new_york",2,2,14.65,5.27475847059151,0.397553,2
40,"true",50,1,0.005,"new_york",2,2,20.5125,7.33466496348554,0.240351,2
80,"true",50,1,0.005,"new_york",2,2,27.4375,8.31660270201388,0.150098,2
20,"false",100,1,0.005,"new_york",2,2,15.325,5.35598155911113,0.112903,2
40,"false",100,1,0.005,"new_york",2,2,25.0125,7.08447000063332,0.109798,2
80,"false",100,1,0.005,"new_york",2,2,32.06875,6.4056989907229,0.0944246,2
20,"true",100,1,0.005,"new_york",2,2,14.775,8.48070963407166,0.273417,2
40,"true",100,1,0.005,"new_york",2,2,22.4875,9.67574777144944,0.171964,2
80,"true",100,1,0.005,"new_york",2,2,31.90625,9.94310663207709,0.124164,2
